문장,분류,인식,기대
"인민은행 ""실물경제 지원·융자비용 낮추는 차원"" 인민은행, 6일 지준율 0.5% 포인트 인하 결정 심재훈 특파원 = 중국 정부가 경기 부양차 유동성 공급 확대를 위해 오는 6일 금융기관의 지급준비율을 0.5% 포인트 내리기로 했다.",0,0,0
"앞서 리커창 중국 총리는 지난해 12월 청두은행 지점을 시찰하던 중 ""추가 지급준비율 인하 및 선별적 지급준비율 인하를 연구해 채택할 것""이라며 ""이를 통해 실질 금리와 전체적인 대출 비용을 낮춰 중소기업 융자난을 가시적으로 완화하겠다""고 밝힌 바 있다.",0,0,0
지난해 12월24일 리커창 총리는 쓰촨성 청두에서 “실질금리와 전체적인 대출 비용을 낮춰 중소기업 융자난을 완화하겠다”고 밝힌 바 있다.,0,0,0
"초저물가 계속될까?…""농산물·석유류 올라 1% 전망""",1,1,2
연합뉴스 제공 2019년 연중 소비자물가 상승률이 최저 수준을 보이면서 디플레이션 논란은 계속됐다.,1,1,1
농산물 가격 하락이 컸고 무상 교육 같은 정책 효과가 있음을 감안할 때 당장 디플레이션 걱정을 할 필요까지는 없다는 게 정부와 전문가들의 의견이다.,1,2,2
2020년 경기 개선의 영향으로 물가 상승률도 다시 궤도에 오를 것이라는 분석이다.,1,0,2
홍준표 현대경제연구원 연구위원은 “저물가는 농산물 가격 안정화화 무상 교육 정책 등 공급 요인이 크고 디플레이션 가능성도 상당히 낮다”면서도 “GDP디플레이터 하락세나 수출·투자 부진 등을 감안하면 수요측 하방 압력도 높은 편”이라고 말했다.,1,1,2
정부는 2019년 저물가에 대한 기저 효과에 힘입어 2020년 연간 물가 상승률은 1.0%를 기록할 것으로 예상했다.,1,1,2
고교 전면 무상교육 확대 같은 하락 요인이 있지만 농산물·석유류 가격이 상승하면서 저물가 기조에서 벗어난다는 판단이다.,1,1,2
김동곤 기재부 물가정책과장은 “채소 가격 안정제와 관측 시스템 고도화 등으로 농산물 수급과 가격 안정 노력을 기울일 것”이라며 “소비자물가 상·하방 리스크 요인과 개인서비스 등의 가격 모니터링을 강화하면서 경제에 미칠 영향을 종합 점검하고 대응하겠다”고 말했다.,2,0,2
지난해 포스코와 현대제철 등 국내 고로업체들의 영업이익을 갉아먹었던 철광석의 가격 변동성은 올해 안정화할 전망이다.,17,0,2
박원재 미래에셋대우 연구원은 “D램 재고가 줄면서 시장 가격 상승이 예상보다 빠르게 진행되고 있다”며 “규모의 경제 효과로 IM 부문에서 높은 수익성이 예상된다”고 분석했다.,17,3,3
김동원 KB증권 연구원은 “2020년 메모리 생산능력 확대 여력이 크지 않은 상황에서 반도체 업체들이 점유율 확대보다는 수익성 개선 전략에 집중할 것으로 예상한다”며 “인공지능과 머신러닝을 위한 그래픽 카드 수요가 지속적으로 늘면서 서버용 D램과 그래픽 D램이 가격 상승을 견인할 수 있다”고 전망했다.,17,0,3
"이를 통해 연간 43조원의 부가가치와 42만개의 새로운 일자리를 만들고, 규모의 경제로 현재 1kg당 8000원인 수소 가격을 2040년에 3000원까지 낮추겠다는 게 정부 목표다.",14,0,1
"차량의 판매 가격을 두고도 다양한 시나리오가 나오지만, 업계 안팎에서는 국내 시장 기준으로 6000만 원 후반에서 7000만 원 초반대에서 엔트리 트림 가격이 책정될 것이란 관측에 무게가 실린다.",8,0,1
"물론 새해에는 경기 회복이 지속되면서 채권 순발행이 크게 늘어나 수급 부담이 커지는 만큼 자칫 기준금리 인상이 채권값 약세를 키울 수 있다는 부담도 있지만, 하반기 경기 둔화를 염두에 둔 저가매수가 탄탄할 것으로 보여 역시 금리가 크게 뛰긴 어려워 보인다.",16,0,1
"경쟁국인 중국 등에 비해 가격 경쟁력이 밀리고 선박은 대형화, 액화천연가스선 중심으로 흘러가고 있어 특장점이 없으면 매각이 쉽지 않을 것이란 분석이 여전히 우세하다.",0,0,0
그런 수요에 맞춰 더 많은 공간을 공급하지 않으면 가격 상승을 만나게 될 것입니다.,0,0,3
삼성전자가 시장의 점유율 1위를 차지하고 있는 만큼 생산에 일부 차질이 발생하면 가격에 일정 수준 영향을 줄 것이란 분석이 제기된다.,17,0,3
이제 관심은 맥주 회사의 세금 부담이 줄어든만큼 소비자 가격도 떨어질지 여부에 쏠리고 있다.,3,0,1
"맥줏값 인하 효과는 크지 않을 듯 새해부터 국산 맥주업계의 세금 부담은 줄어들지만, 소비자가 체감하는 소비자가격이 낮아질지는 미지수다.",3,0,2
세금 부과 방식 변경으로 세금 부담이 커지면서 소비자가격 인상이 우려됐던 생맥주나 ‘수입맥주 4캔 1만원’ 행사도 그대로 진행될 가능성이 크다.,3,0,2
"종량세 도입으로 캔맥주보다 제조원가가 싼 생맥주는 리터당 445원 오를 것으로 예상되면서 업소 등에서 맥주 가격을 올릴 가능성이 제기되기도 했지만, 시장점유율 등을 유지하기 위해 맥주회사가 판매가 인상을 하지 않을 것으로 보인다.",3,0,2
"ㄴ맥주회사 관계자도 “정부 지침이 ‘소비자가격에 최대한 영향을 미치지 말라’였고, 생맥주는 오르지만 캔맥주는 내려가는 등 상쇄 효과가 있기 때문에 소비자가격 변동은 최대한 없게 할 계획”이라고 말했다.",3,0,2
이런 점들을 고려할 때 전기요금은 더이상 인상을 피하기 어렵다는 것이 전문가들의 대체적인 견해다.,5,0,3
한국은행의 기준금리인하 기대 속에 채권가격이 강세를 보일 것이란 예측도 포함됐다.,16,0,3
"맘스터치 관계자는 “지속적인 제비용 상승에 경쟁사들이 가격 인상을 해 왔었지만, 맘스터치의 일부 버거 제품의 가격 조정 및 세트메뉴 가격 합리화는 실질적 인하 효과가 있다”며 “앞으로도 고객 여러분께 양질의 제품과 서비스를 제공할 수 있도록 노력할 것”이라고 전했다.",12,1,0
세율 인하는 제품과 서비스의 가격 인하 효과로 연결돼 그만큼 소비 증가로 이어질 가능성이 높다.,0,0,0
반면 C 마스크 제조업체 관계자는 “온라인 판매와 달리 오프라인은 유통망을 거치면서 비말 차단용 마스크도 소비자 가격이 조금은 오를 수밖에 없을 것”이며 “그동안은 만들면 팔렸지만 이제 업체별로 각종 프로모션이 활발해질 수 있다”고 내다봤다.,7,0,3
이어 “결과적으로는 과도한 할인 납품이 안 되게 만드는 것에 있다”며 “같은 맥락에서 소비자들은 아주 싼 가격에 제품을 구입하기 힘들 수도 있지만 반대로 적정가 보다 더 비싸게 구매하는 일도 줄어들어 가격이 안정화 되는 효과가 있다”고 덧붙였다.,6,0,2
업계 다른 관계자는 “이대로라면 송출수수료가 TV홈쇼핑 영업이익 하락을 가져옴은 물론 협력사 수수료 인상으로 중소기업 부담으로 이어질 것”이라며 “최종 부담은 소비자가격 인상으로 인한 소비자가 지게 되는 악순환이 반복될 것”이라고 꼬집었다.,6,0,3
이처럼 프라다는 올 들어 가격 인상을 지속하고 있다.,13,3,3
여기에 필터 등 마스크 부자재 가격도 올라 여름용 마스크값이 더 오를 가능성도 있습니다.,7,0,3
회사원 김성희씨는 “비타민과 치아 관리 용품을 102달러어치 장바구니에 담았는데 배송료 25달러가 면제되어 깜짝 놀랐다”면서 “블프 당일엔 가격이 더 내려갈 것 같아 좀 더 기다려볼 생각”이라고 말했다.,7,0,1
"신일 난방가전 전품목을 10% 할인한다, 황중하 홈플러스 대형가전팀장은 “코로나19 영향으로 평소보다 크게 늘어난 가전 수요를 고려해 대규모 행사를 마련했다”며 “씀씀이가 커지는 연말 장바구니 물가 부담을 낮추기 위해 전 카테고리에 걸쳐 다양한 행사를 지속 전개할 것”이라고 말했다.",6,1,0
"가구·인테리어 등 내구재 외 의류·식료품 소비도 증가집값 올라 저축기간 늘어난 가계, 소비증가 시점도 연장가계가 내 집을 마련하게 될 경우 전반적으로 소비가 늘어나게 된다는 한국은행의 연구결과가 나왔다.",15,3,0
"정부, 유리·캔으로 전환목표 설정 기업 부담 늘어 생필품값 오를 듯정부가 2025년 플라스틱 사용량을 올해보다 20% 줄이기로 했다.",6,0,3
"건전지 15종의 편의점 판매 가격도 이미 평균적으로 3%씩 올렸거나, 인상할 예정입니다.",6,3,3
"코로나19 여파로 주요 생필품 구매 장소로 자리잡은 편의점부터 이뤄진 가격 인상은, 대형마트에도 영향을 줄 전망입니다.",2,3,3
"미국의 대표적인 싱크탱크로 의회의 핵심 입법보조기관인 '의회조사국'도 최근 보고서를 통해 ""2017년 평균 가격 수준과 비교해 2018년에 세탁장비 가격이 14%까지 상승했다""면서 ""가격이 오르면 특정 제품에 대한 소비자들의 가격 민감도 영향으로 소비가 줄어들 수밖에 없다""고 분석했다.",6,3,0
"하지만, 장바구니 부담을 줄이기에는 현실적인 어려움이 있어 가정 경제의 주름살이 커질 것으로 보입니다.",0,0,3
"WSJ는 “펄프 가격이 고공행진을 계속하면 킴벌리클라크나 프록터앤갬블 등 생활용품 제조사들의 마진이 줄어들고, 결국엔 이들이 소비자 가격을 올릴 수 있다”고 분석했다.",6,0,3
"샤넬 한 관계자는 “가격 인상 요인과는 무관한 것 같다”며 “가격 인상이 예고되지 않았을 때도, 가격 인상이 지난 뒤에도 비슷하게 고객들이 찾고 있다”고 말했다.",13,3,0
이번에는 아직 가격 인상이 이뤄지지 않은 지갑류의 가격이 오를 것이란 예측이다.,13,2,3
하지만 사회적 거리두기 여파로 가정 내 소비가 늘어 가격 인하를 기대하기 힘든 상황이다.,0,0,2
진로이즈백 가격 인상 유력일각에서는 하이트진로가 참이슬 후레쉬와 진로이즈백의 가격 정책을 동일하게 책정하기로 결정한 후 가격 조정 시기를 저울질하고 있다는 목소리가 나온다.,4,0,3
청정원 안주야 혼술선풍기와 모델 이규형 키움증권은 18일 대상에 대해 확고한 시장 지배력을 보유한 제품을 중심으로 단계적 가격 인상을 진행할 계획인 만큼 이번 수익성 부진을 크게 우려할 필요는 없다고 봤다.,2,0,3
"무인양품, 최대 63% 가격 인하 나선다",6,1,1
락앤락 쿡웨어 10년만에 첫 인상해피콜·테팔도 가격인상 예고알루미늄값 1년새 50% 올라 집쿡 소비자들 부담도 가중주방용품 업계가 원자재 가격과 물류비 부담의 대응책으로 잇달아 가격인상 카드를 꺼내고 있다.,6,3,3
"장난감을 사는 시민네슬레·유니레버 가격인상…스타벅스·헤즈브로도 ‘만지작’29일 CNN방송은 커피, 영유아 이유식, 시리얼 브랜드를 보유한 세계 최대 식품 기업인 네슬레가 원가 인상 압박에 대응하기 위해 하반기 제품 가격 인상을 결정했다고 보도했다.",2,3,3
다만 각 제조업체들이 제품 출시 가격을 높이더라도 이를 판매하는 소매업체들이 마진을 줄여 비용 증가분을 흡수하면 소비자 가격 인상으로 이어지지 않을 수도 있다고 WSJ는 설명했다.,6,0,2
통상 업계에서는 가격 인상이 검토 단계라는 것도 명확하게 밝히지 않는 경우가 많다.,6,0,3
사진 온라인 커뮤니티 캡처 ━ 가격 인상 ‘진짜’ 이유는 명품 브랜드는 가격 인상에 대해 ▶본사의 글로벌 가격 정책 변화▶환율 변동▶원자잿값 및 인건비 상승 등의 이유를 대고 있다.,13,3,0
"장 의원은 1일 의원총회 모두발언을 통해 “월경용품의 가격을 안정화하기 위해 영세율을 적용하는 것과 더불어, 월경용품 시장의 공정한 경쟁을 촉진하는 ‘월경용품 가격안정화법’을 발의하고자 한다”고 밝혔다.",7,0,2
올해 들어 루이비통의 가격 인상 주기가 짧아지고 있다.,13,3,3
가구 업계의 한 관계자는 “한 달에 두 번 가격 인상 통보를 받은 적도 있다”면서 “조달청이 이런 사정을 고려해 단가를 인상해준다고는 하지만 피부에 와닿는 데 시간이 걸릴 것”이라고 말했다.,6,3,2
생활필수품 가격 인상이 꾸준히 이어지는 것 같은데요.라면 가격 인상 압박도 크다고요?,2,0,3
킴벌리클라크와 코카콜라 등이 앞서 가격 인상을 결정한 가운데 프록터앤드갬블이 오는 9월부터 기저귀와 생리대 등 생활필수품 가격을 올리겠다고 예고했다.,7,3,3
"월스트리트저널에 따르면, 프록터앤드갬블은 현지 시간 20일 기저귀 등 아기용품과 생리대 등 주요 생활필수품들의 가격을 오는 9월부터 1~2% 사이 정도 올리겠다고 밝혔습니다.",7,3,3
"이렇게 높은 품질, 합리적 가격을 원칙으로 한 점이 최근 변화된 소비 트렌드와 일치하면서 런칭 초기에 초도 물량을 거의 소진하여 재생산에 들어갈 예정이며, 이와 함께 오는 4월 14일 신제품도 출시 예정임을 함께 전했다.",6,0,1
"원자재값 인상, 한샘 다음달부터 가구가격 5% 올린다",6,0,3
제품 가격 인상이 현실적으로 쉽지 않은 마당에 세금 인상으로 제조업체들의 부담만 가중된다는 지적이 나온다.,6,2,0
이에 관행적으로 이뤄지던 '반값 할인'이 사라져 소비자들의 체감은 가격인상으로 느낄 것으로 예상된다.,0,0,3
SPC가 운영하는 1위 브랜드 파리바게뜨도 조만간 가격 인상 결정을 내릴 것으로 예측된다.,12,0,3
하지만 유통환경 변화와 인건비 상승 부담으로 일부 제품 가격 인상을 결정했다.,0,3,0
"딜라이트보청기, 2021년 신년 비싼 보청기 가격 낮추기에 전념",6,1,0
"건전지 15종의 편의점 판매 가격도 이미 평균적으로 3%씩 올렸거나, 인상할 예정입니다.",6,3,3
사실상 박스 가격 인상 예고다.,14,0,3
업계에서는 이번에 가격을 인상하는 브랜드들이 주얼리와 시계가 주력인 점을 볼 때 가을 혼수철을 앞두고 일제히 가격 인상에 동참하는 것으로 보고 있다.,13,3,3
이는 관세 인상으로 인한 미국내 생필품 가격 상승 우려에 대한 조처로 풀이된다.,6,0,3
"韓銀, 저인플레 시대 기업의 상품값 조정 방식 분석가격인상 요인 있어도 곧바로 가격 못 올려..한 번 올릴 때 크게 조정 /한국은행 요즘 생필품 가격이 한 번에 훌쩍 오른다고 느낄 때가 많다.",1,1,0
합리적 가격의 마스크 공급에 모든 행정력 집중 김용범 기재부 1차관 박용주 기자 = 신종 코로나바이러스 감염증 여파로 2월 경제지표가 큰 폭으로 악화할 가능성을 정부가 예고했다.,7,0,2
"그는 ""정부의 수출제한과 공적 판매 확대로 다음 주면 정상화가 기대되고 있다""면서 ""매점매석과 가격담합 등의 불공정 거래행위를 강력 단속해 보건용품 시장이 안정화되도록 하겠다""고 설명했다.",7,3,2
"올해 최저임금과 건강보험료가 각각 3.2%, 2.9% 상승하면서 업계가 줄곧 주장해왔던 가격 현실화가 아닌 반시장적 정책이 나오자 납득하기 어렵다는 반응이 나온다.",7,3,0
아직까지는 수요가 워낙 많기 때문에 온라인 마스크 가격이 조정되려면 며칠 더 걸릴 것이란 전망도 나온다.,7,3,2
"식약처는 제조업체에 따라 마스크값이 9백 원에서 2천 원까지 다를 수 있다며, 다음 주말부터 수급 상황이 나아질 것이라고 밝혔습니다.",7,0,2
전편협은 “편의점은 국내 최고 유통망을 보유하고 있어 특정 장소에 인파가 한꺼번에 몰려 발생하는 감염 위험을 최소화할 수 있다”면서 “마스크 품귀 사태에서도 기존 가격을 유지해왔으며 판매 수량을 제한할 수 있는 시스템도 구비돼 있어 가격 안정이 가능하다”라고 주장했다.,7,0,2
"김태순 신테카바이오 사장""2년간 시간·비용 획기적 감소국내 제약사 기회찾는 계기"" 김태순 신테카바이오 사장이 ""향후 2년간, AI가 신약개발 시간과 비용을 획기적으로 줄여줄 것이라는 시장의 기대를 검증하는 시기가 될 것""이라고 말하고 있다.",0,0,0
"김태한 삼성바이오로직스 사장은 “삼성바이오로직스는 위탁연구, CDO, 위탁생산 서비스를 제공하기 때문에 바이오벤처의 비용과 시간을 획기적으로 줄일 수 있다”며 “에스티큐브가 후보물질 발굴과 개발 경쟁력을 높여 신약 개발을 가속화 할 것으로 기대한다”고 말했다.",0,0,0
이 과장은 “2월29일 공적 마스크 판매 이후 가격이 3000원대로 하락했지만 1월보다 4배나 높은 수준”이라며 “앞으로 상황을 지켜봐야 한다”고 말했다.,7,1,0
"김태한 삼성바이오로직스 사장은 ""삼성바이오로직스가 바이오의약품 위탁 연구·개발·생산 일괄 공급 서비스를 제공함에 따라 바이오벤처들이 비용과 시간을 획기적으로 줄일 수 있어 신약개발이 더욱 가속화 될 것으로 기대한다""고 밝혔다.",0,0,0
65세 이상·장애인 등 처방약 가격 인하공공의료보험에 ‘약값 협상권’ 부여키로제약사 “제도적 결함부터 고쳐야” 반발 조 바이든 미국 행정부가 공공의료보험이 보장하는 처방약 가격을 낮추기 위한 입법 로드맵을 마련했다고 월스트리트저널과 CNBC 등 외신이 9일 보도했다.,7,0,1
베케라 장관은 “이번 로드맵에는 바이든 행정부가 약속한 의료 서비스 비용 절감의 핵심 방안이 담겨있다”며 “의료 사업 내 메디케어의 협상력을 높이고 의료 접근권을 강화할 것”이라고 했다.,7,0,1
내년 19.8%에 이르는 세수 증가와 사회보험료 인상은 국민부담률을 28.6%로 인상시킬 것이다.,0,0,0
"복지부는 “이번 장기요양위원회의 논의 결과를 반영해 노인장기요양보험법령 및 고시 개정 작업을 진행할 예정”이라며 “시행령 및 고시 등에 규정된 보험료율, 수가, 가산금, 본인부담금 등은 2021년 연말까지 개정을 완료하고 2022년부터 시행한다”고 설명했다.",0,0,0
이형준 경총 고용·사회정책본부장은 “여러 해 전부터 장기요양보험 재정이 고갈될 것으로 예견됐지만 지금까지 보험료 고율 인상으로 가입자 부담만 늘려온 것 외에는 정부가 재정 건전성 회복을 위한 대책은 내놓지 않은 상황”이라며 “추가 부담을 야기하는 보장성 확대가 아닌 강도 높은 지출 효율화가 필요한 시점”이라고 강조했다.,0,0,0
"음식료와 주택 임대표, 의료보험비 등을 중심으로 1년 뒤 물가가 역대 최고치로 오를 것으로 전망됐습니다.",1,0,3
"조사 결과에 따르면 3년 후 소비자물가 기대도 4%로 나타났는데요. 음식료, 주택 임대료, 의료 보험비용 등에서 큰 폭의 상승이 있을 것으로 예상되기 때문입니다.",1,0,3
전문가들은 향후 가파른 약값 상승은 기정사실인 만큼 정부가 건보정책을 새롭게 짜야 한다고 강조한다.,7,0,3
"/자료=뉴욕연준 소비자들의 물가 기대가 오른 것은 음식료 가격, 렌트비, 의료비 등이 크게 오를 것으로 전망했기 때문입니다.",1,0,3
"한유정 대신증권 연구원은 “3분기 오리온이 매출액 6233억원, 영업이익 1113억원을 시현할 것으로 보인다”며 “전년 기저 부담에도 건강 대용식과 건강 기능성 제품 등의 신규 카테고리들의 매출 기여 확대로 성장 추세가 이어질 전망”이라고 분석했다.",0,0,0
크림 기준으로 가격 변수는 약 최저값과 최고값의 25% 정도로 차이를 보인다”며 “따라서 최대한 보수적으로 저 금액에 25%를 추가하면 약 1억200만원 정도로 예상된다.,0,0,0
"기사내용 요약전문가 ""생활치료센터 입소 비용 300만원 달해""정부 ""입원 비용, 경제적 손실 비용과 비교해야"" 김남희 기자 = 이르면 올해 안으로 상용화될 전망인 '먹는 코로나 치료제' 가격이 90만원을 호가하는 것으로 알려지며 우려를 낳고 있다.",7,3,0
치료제가 출시된 후 가격이 떨어질 가능성도 있다.,7,0,1
제약사가 약값을 내릴 가능성은 낮다.,7,0,2
후생노동성은 75세 이상 고령자의 의료비를 조달하기 위해 젊은층이 부담해야 하는 비용이 지난해 73조 원에서 2025년 88조 원으로 급증할 것으로 전망했습니다.,7,0,3
"존림 삼성바이오로직스 대표는 “삼성바이오로직스의 풍부한 경험과 데이터, 전문성을 바탕으로 구축한 위탁개발 서비스를 통해 고객사가 바이오의약품 개발 소요 기간을 획기적으로 단축하고 R&D에 투입되는 총소요비용을 절감할 수 있게 됐다”며 “변화하는 시장에 발맞춰 최고의 고객 만족을 실현하고 획기적인 바이오신약이 더욱 빠르게 시장에 진입할 수 있도록 서비스 혁신을 지속해 나갈 것”이라고 말했다.",0,0,0
"이 분야의 국내 최고수로 통하는 서울아산병원의 홍준표·서현석·박창식 성형외과 교수팀은 로봇 의족이 대중화되려면 움직임을 더 정교하게 가다듬고, 구매비용을 대폭 낮춰야 한다고 지적했다.",0,0,0
"방셀 CEO는 이어 ""백신의 판매 가격은 바뀌지 않을 것""이라고 덧붙였다.",7,2,2
"실거래가 약가인하 시행 6년째…인하품목 48%, 3차례 연속 하향 조정""약값 인하 폭 조정 범위, 면제 인센티브 등 보완해야"" 뉴스1DB © News1 김태환 기자 = 정부의 '실거래가 약가인하' 제도를 재정비해야 한다는 요구가 제약업계의 '뜨거운 감자'로 부상했다.",7,1,0
하지만 신종 코로나바이러스 감염증 위기로 지난해 1조3427억 원의 적자를 내 요금 인상 압력이 커졌다.,0,0,3
"정다운 한국조세재정연구원 부연구위원은 “2015년 20.9%, 2016년 21.0% 등 2014년 이전의 흡연율에 비해 약 2%p 정도 감소했지만 큰 차이를 발견할 수 없다”면서 “담배소비세 인상에 따른 수요의 가격탄력성이 낮다는 것을 간접적으로 보여주는 것”이라고 했다.",4,0,0
"다만 그는 “소득·학력 수준이 낮을수록 대체적으로 고농도 니코틴·타르 담배를 소비하는 경향이 높아, 농도에 따라 세율체계를 개편하면 저소득층 세부담은 당장 높아질 가능성이 있다”며 “이들 계층의 과흡연이 유발하는 비용을 고려하면 사회 전체적으로 고율의 세금이 오히려 더 효율적일 수 있어, 이에 대한 추가 논의는 별도로 필요하다”고 했다.",0,0,0
담뱃값 오른다고 흡연율 안 줄어…독한 담배에 세금 더 부과해야,4,0,3
제약사가 약값을 내릴 가능성은 낮다.,7,0,2
"부산대학교병원◇ ""인건비 상승 등 비용 부담 우려"" 2017년 정부 가이드라인이 나왔을 때 의료계는 대응책 마련에 고심했다.",7,0,3
다만 이들 구형 실손보험은 향후 가격이 계속 오를 가능성이 높다.,7,0,3
2020년 경자년 새해에는 여성생식기 초음파 검사 의료비 부담이 줄어든다.,7,0,1
제약사들은 트럼프 행정부의 압박으로 2016년 1년에 약값을 10% 이상 올리지 않겠다고 했다.,7,0,2
"신한·우리카드 다음달 1일부터 ATM 수수료 인상보험사, 자동차·실손의료보험료 인상 추진 연초부터 각종 보험료와 카드 수수료 인상이 예고되면서 가계 부담이 가중될 전망이다.",7,0,3
업계에서는 당초 10%대 보험료 인상 요인이 있다고 추산했으나 소비자 부담 등을 감안해 5%대 인상을 주장해 왔다.,7,0,2
"▶ 인터뷰 : 손보업계 관계자- ""보험사기는 실손 보험 등 손해율을 높이는 원인이며 이런 보험사기가 근절이 안 되면 보험료 인상 부담으로 작용할 수밖에 없습니다. """,7,0,3
약값도 최대한 낮출 계획이다.,7,0,1
그러나 이를 두고 일각에서는 이들의 가격 인상에 근거가 희박하다며 문제를 제기하고 나섰다.,0,3,0
업계 관계자는 “가격을 올려도 수요는 오히려 줄지 않고 늘어난다”며 “특히 명품 소비계층이 점차 젊어지고 규모도 두터워지면서 가격 인상에 대한 부담이 줄어들었다”고 설명했다.,13,0,2
이마트는 투자자 참여를 높이기 위해 한정 수량에 한해 가격을 9만9900원까지 할인하는 '얼리버드' 혜택을 준비하는 등 20만~30만원대인 이 브랜드 제품의 해외 직구 가격보다 3분의 1 수준까지 가격을 낮출 방침이다.,4,1,0
김석필 도 경제실장은 “마스크 등의 수요가 급증하는 상황을 감안해 이들 용품의 가격이 안정화될 수 있도록 최선을 다하겠다”고 말했다.,7,0,2
다만 신종 코로나로 인해 주말에도 외출을 자제하는 분위기가 이어지면서 소비 둔화로 인해 당분간은 가격 약세가 전망된다.,0,0,1
업계에선 샤넬이 곧 가격 인상에 나설 것이라는 시각이 지배적이다.,13,0,3
샤넬이 작년 10월 핸드백 가격을 3~13%가량 조정한 만큼 업계에선 샤넬이 곧 가격 인상에 나설 것이라는 시각도 지배적이다.,13,0,3
"프레드릭 요한손이케아 코리아 대표는 ”보다 많은 사람들이 낮은 가격으로도 좋은 품질과 디자인의 이케아의 홈퍼니싱을 경험하고,이를 통해 더 나은 생활을 할 수 있도록 돕고자 ‘더 낮은 새로운 가격’의 제품을 확대했다”며 “앞으로도 지속적으로 더 낮은 가격과 편리한 쇼핑 경험, 지속가능성을 제공하는 새로운 이케아로 나아가기 위해 혁신의 노력을 거듭할 것”이라고 말했다.",6,1,0
"그러면서 ""고가의 가격 때문에 소비자들이 현실적으로 기성품을 선택한다면 수익성 확보도 어려울 것""이라며 ""'K뷰티 열풍'으로 시중에 다양한 화장품이 나와 있어 맞춤형 화장품이 설 자리가 있을지에 대해서도 의견도 갈린다""고 덧붙였다.",13,0,0
”니코스 카발리스 메탈포커스 창립파트너는 22일 한국경제신문과의 인터뷰에서 귀금속 가격이 더 오를 것이란 전망을 내놨다.,13,0,3
재활용품 가격이 추락할 수밖에 없다.,0,0,1
다만 명품업체들은 가격을 올릴 때 주로 △본사의 글로벌 가격 정책 △환율 변동 반영 △제품 원가 상승 △최저 임금 상승 등을 이유로 들고 있다.,13,0,3
"명품 브랜드들은 가격 인상에 대해 본사의 정책 변화, 환율 변동, 제품 원가 상승 등 원론적인 입장만 밝힐 뿐이다.",13,0,3
샤넬 가격 인상 여부에 대해서는 직원들도 인상 여부를 함구하고 있다.,13,0,0
그러나 아직은 샤넬 매장 직원들도 가격 인상 여부에 대해서는 말을 아끼고 있다.,13,0,0
"지난해 10월 샤넬은 클래식·2.55, 보이샤넬, 가브리엘 등 핸드백 상품군 일부 가격을 3~13% 인상하는 등 2018년 이후 매년 인기 상품의 가격을 5~10%가량 올려왔기에, 이번 인상 소식에도 소비자들이 몰린 것으로 보인다.",13,3,3
"7개월 만에 가격 인상, 오픈런 현상도 나타나 사진=한경DB명품 브랜드 샤넬이 가격 인상을 예고하면서 제품을 미리 사려는 고객들이 몰리고 있다.",13,0,3
"14일부터 최고 100만원 오를 듯샤넬재테크 현상 갈수록 심화""가격이 오르기 전에 미리 사두면 100만원은 버는 거죠.",13,0,3
수백만 원대 핸드백 가격이 내일부터는 백만 원 넘게 오를 거란 소문이 돌아서입니다.,13,0,3
샤넬 가격 인상에 줄 선 시민들,13,3,0
가격 인상 폭은 7~17% 가량으로 대표 제품인 '클래식 미디엄 핸드백'은 715만원에서 15%가량 더 많은 820만원으로 오를 전망이다.,13,0,3
가격 인상폭이 가장 클 것으로 예상되는 샤넬 클래식 플랩백/사진=샤넬 공식 홈페이지 백화점 '오픈 런' 광풍을 불러일으킨 샤넬백 가격이 최대 25%까지 오른다.,13,0,3
온라인 매출 비중 증가로 유통비용 구조도 개선돼 영업이익은 전년 동기 대비 두 배 이상 큰 폭으로 증가했고 캐쥬얼 및 골프 관련 브랜드를 중심으로 수요 증대가 계속돼 실적 상승세가 가속화될 것으로 전망하고 있다.,4,0,0
에누리 관계자는 “유난히 더운 올해 여름은 집콕 트렌드에 맞춰 가성비 좋은 실속 제품들의 인기가 두드려졌다”며 “앞으로도 고객들이 보다 스마트한 쇼핑환경을 누릴 수 있도록 최저가 가격비교와 함께 다양한 할인 혜택을 선보일 예정”이라고 말했다.,0,1,0
"패션업계 관계자는 ""면화를 비롯해 대부분의 원단 가격이 지난해 대비 10~20% 가까이 오른 상황""이라며 ""원단 가격이 저렴할 때 대량 구매해 가격 인상 압박을 낮추고 있지만, 내년에는 원재료 가격 급등으로 전반적인 가격 인상이 이뤄질 수 있다""고 전했다.",4,0,3
"성현동 KB증권 연구원은 “추석 이후 하반기에도 골프시장은 호황일 것”이라며 “골프웨어의 경우 계절별로 구매해야 하고 겨울옷이 가격대가 높기 때문에 관련 기업의 이익이 늘고, 관련 종목들의 주가도 상승할 것”이라고 예상했다.",4,0,0
비교적 가격이 비싼 겨울용 골프웨어 등이 많이 팔리는 연말로 갈수록 골프 기업들의 수익성이 더 개선될 수 있다는 얘기다.,4,0,3
트리뿐 아니라 장식품과 조명 가격도 줄줄이 오를 전망이다.,6,0,3
크리스 버틀러 최고경영자는 “트리와 화환 및 기타 연휴용 물품 가격을 25% 인상할 것”이라며 “올 연말에는 크리스마스 용품이 모자라 가격이 더 오를 것”이라 내다봤다.,6,0,3
